buff_id,buff_name_text,buff_detail_text,buff_type,buff_maxtime,buff_show_flag
3112021,Soulshade Umbrella,"Increases the Critical healing of #YSpecial Skills#E by #Y5.0%#E, and further increases it based on Min Physical Attack (up to #Y15.00%#E increase at #Y250#E Min Physical Attack).",2,-1,1
3112031,Soulshade Umbrella,"Increases the Critical healing of #YSpecial Skills#E by #Y5.0%#E, and further increases it based on Min Physical Attack (up to #Y25.00%#E increase at #Y250#E Min Physical Attack).",2,-1,1
3115011,Soulshade Umbrella,"#YMartial Art Skill#E allows allies to deal 5% bonus damage against Exhausted targets for #Y5#E seconds. When deployed with both #YSoulshade Umbrella#E and #YPanacea Fan#E, increases the damage of Mystic Skill by #Y20%#E.",2,-1,1
3115012,,Deals bonus 5% damage against Exhausted targets for #Y5#E seconds.,1,5,1
3115021,Soulshade Umbrella,#YMartial Art Skill#E applies #YTenacity#E to allies for #Y5#E seconds. This effect can only trigger once every 60 seconds.,2,-1,1
10200110,Wind Beneath Wings,"Reduces the Endurance needed to dash forward with Movement Mystic Skills [Skywalk Dash] while jumping by #Y10%#E. After landing, increases Movement Speed by #Y30%#E for #Y3#E seconds. Restores bonus HP (#Y1%#E Max HP +#Y1,000#E) after defeating any enemy.",2,-1,1
10200111,Tiger's Agility,Increases Movement Speed by 30 for 3 seconds.,1,3,0
10200112,Wind Beneath Wings,"Reduces the Endurance needed to dash forward with Movement Mystic Skills [Swallow to Beam] while jumping by #Y40%#E. After landing, increases Movement Speed by #Y30%#E for #Y3#E seconds. Restores bonus HP (#Y1%#E Max HP +#Y1,000#E) after defeating any enemy.",2,-1,1
10200113,Wind Beneath Wings,Increases the dashing speed of Skywalk Dash by 30%.,2,-1,1
10200114,Wind Beneath Wings,"Reduces the Endurance needed to dash forward with Movement Mystic Skills [Skywalk Dash] while jumping by #Y40%#E and increases the dashing speed by #Y30%#E. After landing, increases Movement Speed by #Y30%#E for #Y3#E seconds. Restores bonus HP (#Y1%#E Max HP +#Y2,400#E) after defeating any enemy.",2,-1,1
10200115,Wind Beneath Wings,"Reduces the Endurance needed to dash forward with Movement Mystic Skills [Skywalk Dash] while jumping by #Y40%#E and increases the dashing speed by #Y30%#E. After landing, increases Movement Speed by #Y30%#E and reduces Endurance cost by #Y30%#E for #Y3#E seconds. Restores bonus HP (#Y1%#E Max HP +#Y2,400#E) after defeating any enemy.",2,-1,1
10200116,Tiger's Agility,Increases Movement Speed by 30% and reduces Endurance cost by 30% for 3 seconds.,1,3,0
10200117,Wind Beneath Wings,"Reduces the Endurance needed to dash forward with Movement Mystic Skills [Swallow to Beam] while jumping by #Y40%#E and increases the dashing speed by #Y30%#E. After landing, increases Movement Speed by #Y30%#E for #Y3#E seconds. Restores bonus HP (#Y1%#E Max HP +#Y1,000#E) after defeating any enemy.",2,-1,1
10200210,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y2%#E HP +#Y600#E HP per second. This effect can trigger once every #Y300#E seconds.",2,-1,1
10200211,Snow Vision,Restores (2% +600) HP per second over 4 seconds.,1,4.11,0
10200212,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second. This effect can trigger once every #Y300#E seconds.",2,-1,1
10200213,Snow Vision,Restores (3% +600) HP per second over 4 seconds.,1,4.11,0
10200214,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing attacks to restore HP equal to #Y10%#E of damage dealt. This effect can trigger once every #Y300#E seconds.",2,-1,1
10200215,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing attacks to restore HP equal to #Y10%#E of damage dealt. This effect can trigger once every #Y150#E seconds.",2,-1,1
10200216,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing Attacks to restore HP equal to #Y10%#E of damage dealt. The next 2 skills are also guaranteed to be Critical. This effect can trigger once every #Y150#E seconds.",2,-1,1
10200217,Snow Vision,Restores (3% +600) HP per second over 4 seconds. Restores HP equal to 10% of damage dealt. The first two skills cast while this effect is active are guaranteed to be Critical.,1,4.11,0
10200218,Snow Vision,Restores (3% +600) HP per second over 4 seconds. Restores HP equal to 10% of damage dealt.,1,4.11,0
10200219,Evening Snow,Bonus Snow Vision when HP below 60%,1,12,1
10200220,Evening Snow,Bonus Snow Vision when HP below 60%,1,12,1
10200221,Evening Snow,Bonus Snow Vision when HP below 60%,1,12,1
10200222,Evening Snow,Bonus Snow Vision when HP below 60%,1,12,1
10200223,Evening Snow,Bonus Snow Vision when HP below 60%,1,12,1
10200310,Steadfast Stance,Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player.,2,-1,1
10200311,Steadfast Stance,Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player. Higher resistance when more enemy units are nearby.,2,-1,1
10200312,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player. Higher resistance when more enemy units are nearby. Chance to increase Physical Defense by 2% for 5 seconds when attacked, stacking up to 5 times.",2,-1,1
10200313,Iron Body,"Increases Physical Defense by 2% for 5 seconds, stacking up to 5 times.",1,5,0
10200314,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a player. Higher resistance when more enemy units are nearby. Chance to increase Physical Defense by 2% for 5 seconds when attacked, stacking up to 5 times.",2,-1,1
10200315,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a player. Higher resistance when more enemy units are nearby. When attacked, deal slight counter damage (based on Max HP) with a chance to increase Physical Defense by 2% for 5 seconds, stacking up to 5 times.",2,-1,1
10200316,Steadfast Stance,"20% chance to gain Fiery Heart when attacked: Deal 0.2% of Max HP as damage back to the attacker, lasting 5 seconds.",2,-1,1
10200317,Fiery Heart,Strike back at the attacker (for 0.2% of Max HP) when attacked. Lasts 5 seconds.,1,5,0
10200410,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y5%#E of the damage dealt.",2,-1,1
10200411,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt.",2,-1,1
10200412,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt and has a chance to obtain loot from the target.",2,-1,1
10200413,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y2.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt and has a chance to obtain loot from the target.",2,-1,1
10200414,Shadow Assault,Enter Stealth upon successfully striking an enemy with Touch of Death.,2,-1,0
10200415,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y2.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt, immediately enters Stealth, and has a chance to obtain loot from the target. The Stealth effect has a 20-second cooldown.",2,-1,1
10200510,Fivefold Bleed,"Dealing damage has a #Y10%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",2,-1,1
10200511,Weeping Blood,Deal Bleed damage once per second.,1,5,0
10200512,Blissful Follow-up,Removes 10200511 and deals damage once,1,0.1,1
10200513,Fivefold Bleed,"Dealing damage has a #Y10%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal empowered piercing damage once.",2,-1,1
10200514,Weeping Blood,Deal Bleed damage once per second.,1,5,0
10200515,Blissful Follow-up,Removes 10200514 and deals damage once,1,0.1,1
10200516,Fivefold Bleed,"Dealing damage has a #H10%#E chance to apply one stack of Weeping Blood for #H5#E seconds, damaging the target once per second (up to #H5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",2,-1,1
10200517,Weeping Blood,Deal Bleed damage once per second.,1,5,0
10200518,Piercing Mark,20% chance to deal piercing damage,1,0.1,1
10200519,Fivefold Bleed,"Dealing damage has a #Y15%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once. If Weeping Blood fail to reach 5 stacks before expiry, there is still a #Y20%#E chance to deal piercing damage.",2,-1,1
10200520,Fivefold Bleed,"Dealing damage has a #H10%#E chance to apply one stack of Weeping Blood for #H5#E seconds, damaging the target once per second (up to #H5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",2,-1,1
10200521,Weeping Blood,Deals Bleed damage once per second,1,5,0
10200522,Blissful Follow-up,Removes 109012 and deals damage once,1,0.1,1
10200523,Piercing Mark,20% chance to deal piercing damage,1,0.1,1
10201206,Defense Mastery,Reduces damage taken by 20%,2,-1,0
10204110,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y5%#E.",2,-1,1
10204111,Invigorated Warrior,Taking a hit grants an effect that increases damage taken for 5 seconds.,2,-1,1
10204112,Prison,Increases all damage taken by #Y5%#E.,1,5,0
10204113,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E.",2,-1,1
10204114,Invigorated Warrior,Taking a hit grants an effect that increases damage taken for 5 seconds.,2,-1,1
10204115,Prison,Increases all damage taken by #Y3%#E.,1,5,0
10204116,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",2,-1,1
10204117,Escape From Cage,"Lasts 5 seconds, during which damage taken is no longer increased.",1,5,1
10204118,Invigorated Warrior,"Increases all damage and healing done by #Y8%#E. This effect is disabled for 5 seconds after being hit. Taking a hit also grants a Cage effect, increasing all damage taken by 3%. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",2,-1,1
10204119,Invigorated Warrior,"Increases all damage and healing done by #Y8%#E. This effect is disabled for #Y5#E seconds after being hit. While Invigorated Warrior is active, landing an attack applies a mark to the target; when attacked by a marked target, Invigorated Warrior's effect is no longer disabled. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",2,-1,1
10204120,Farewell,"While this effect is present, attacks no longer disable the effect of Returning Warrior.",1,5,0
10204121,Invigorated Warrior,The cage effect is temporarily disabled for #Y5#E seconds after #Yhit by any attack#E.,2,-1,1
10204210,Bitter Seasons,"When dealing damage, there is a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y0.6%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",2,-1,1
10204211,Qingyi's Poison,Deals damage once per second over 5 seconds (duration refreshed upon stacking).,1,5,0
10204212,Qingyi's Charm,"Reduces Physical Defense by 0.6% for 10 seconds, up to 5 stacks (duration refreshed upon stacking).",1,10,0
10204213,Bitter Seasons,"When dealing damage, there is a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",2,-1,1
10204214,Qingyi's Charm,"Reduces Physical Defense by 1.2% for 10 seconds, up to 5 stacks (duration refreshed upon stacking).",1,10,0
10204215,Bitter Seasons,"Dealing or taking damage has a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",2,-1,1
10204216,Bitter Seasons,"Dealing or taking damage has a #Y15%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",2,-1,1
10204217,Bitter Seasons,"Dealing or taking damage has a #Y15%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking). At 5 stacks, the Poison also reduces target's Physical Resistance by #Y10#E.",2,-1,1
10204218,Qingyi's Charm,"Reduces Physical Defense by 1% for 10 seconds, up to 5 stacks (duration refreshed upon stacking). Also reduces target's Physical Resistance by 10 at max stacks.",1,10,0
10204310,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y8%#E of the damage dealt.,2,-1,1
10204311,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y12%#E of the damage dealt.,2,-1,1
10204312,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y12%#E of the damage dealt and an additional 10 Qi.,2,-1,1
10204313,Vital Leech,"Casting an Exhaustion Execution Skill increases damage by #Y5%#E, restores HP equal to #Y8%#E of the damage dealt, and restores 10 Qi.",2,-1,1
10204314,Vital Leech,"Casting an Exhaustion Execution Skill increases damage by #Y5%#E, restores HP equal to #Y8%#E of the damage dealt, and restores 10 Qi. All attacks (except Exhaustion Execution Skills) against an Exhausted target restore HP equal to #Y30%#E of the damage dealt.",2,-1,1
10204410,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y50%#E chance to grant #Y1#E bonus Vitality. No bonus Vitality is rewarded when you gain Vitality by completing an attack, taking a hit, or successfully deflecting an attack.",2,-1,1
10204411,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. No bonus Vitality is rewarded when you gain Vitality by completing an attack, taking a hit, or successfully deflecting an attack.",2,-1,1
10204412,Fury Harvest,Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit; no bonus Vitality is rewarded when you gain Vitality by successfully deflecting an attack.,2,-1,1
10204413,Fury Harvest,Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit.,2,-1,1
10204414,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit. After casting a Mystic Skills Skill, #Y20%#E of Vitality consumed within #Y5#E seconds will be refunded (no more than #Y10#E Vitality refunded per cast).",2,-1,1
10204415,Turnaround,"After casting a Mystic Skills Skill, #Y30%#E of Vitality consumed within #Y5#E seconds will be refunded (no more than #Y10#E Vitality refunded per cast).",1,5,0
10204510,Divine Roulette,"Upon a successful deflection, gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",2,-1,1
10204511,Immortal Guidance,Increases the next skill's damage by 10%.,1,10,0
10204512,Immortal Heart,The next skill is guaranteed to be Critical.,1,10,0
10204513,Immortal Spirit,The next skill is guaranteed to be an Affinity hit.,1,10,0
10204514,Immortal Guidance,Immortal Guidance has not dealt any damage.,1,10,1
10204515,Divine Roulette,"Upon a successful deflection, restore 5 Qi and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",2,-1,1
10204516,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",2,-1,1
10204517,Immortal Body,Reduces the next damage taken by 10%.,1,10,0
10204518,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 24 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",2,-1,1
10204519,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one or two of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 24 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",2,-1,1
10204520,Divine Roulette,Restore 5 Qi upon a successful deflection.,2,-1,1
10204610,Evasive Charge,"After a Perfect Dodge, there is a #H50%#E chance to refund #H100%#E of the Endurance consumed.",2,-1,1
10204611,Evasive Charge,"After a Perfect Dodge, there is a #H70%#E chance to refund #H100%#E of the Endurance consumed.",2,-1,1
10204612,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E. After a Perfect Dodge, there is a #H70%#E chance to refund #H100%#E of the Endurance consumed.",2,-1,1
10204613,Evasive Charge,Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E.,1,3,0
10204614,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E. After a Perfect Dodge, restores #Y0.5%#E of Max HP, with a #H70%#E chance to refund #H100%#E of the Endurance consumed.",2,-1,1
10204615,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E, increases the Invincibility duration of dodging by #Y20%#E. After a Perfect Dodge, restores #Y0.5%#E of Max HP, with a #H70%#E chance to refund #H100%#E of the Endurance consumed.",2,-1,1
10208110,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",2,-1,1
10208111,Yi River,"Increases Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times.",1,8,0
10208112,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",2,-1,1
10208113,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times.",1,8,0
10208114,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. When the target is #Ycontrolled#E, doubles #YYi River#E's effect (#Y2%#E bonus damage and healing per stack) and number of stacks gained (two stacks each time). The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",2,-1,1
10208115,Morale Chant,"#Y100%#E chance to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. When the target is #Ycontrolled#E, doubles #YYi River#E's effect (#Y2%#E bonus damage and healing per stack) and number of stacks gained (two stacks each time). The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",2,-1,1
10208116,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y12#E seconds, stacking up to #Y5#E times.",1,12,0
10208117,Morale Chant,"#Y100%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E. At #Ymax stacks#E, #YYi River#E #Yadditionally attacks or heals the target for 1-2 times#E.",2,-1,1
10208118,Morale Chant,"#Y100%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E. At #Ymax stacks#E, #YYi River#E #Yadditionally attacks or heals the target for 1-2 times#E based on #Ywhether the target is under control#E. This effect can only trigger once every 10 seconds.",2,-1,1
10208119,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y12#E seconds, stacking up to #Y5#E times.",1,12,0
10208120,Morale Chant,10208119 Gained at Max Stacks,2,-1,1
10208121,Morale Chant,Deals bonus damage once,1,0.1,1
10208122,Morale Chant,Deals bonus healing once,1,0.1,1
10208123,Morale Chant,Deals bonus damage twice,1,0.1,1
10208124,Morale Chant,Deals bonus healing twice,1,0.1,1
10208125,Morale Chant,Monitor - Clear 10208120 When Deleting 10208119,2,-1,1
10208126,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y8#E seconds, stacking up to #Y5#E times.",1,8,0
10208210,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects for #Y10#E seconds (Critical Rate +#Y8%#E, Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",2,-1,1
10208211,Heart of Four Seasons,Increases Critical Rate by 8%.,1,10,0
10208212,Will of Four Seasons,Increases Affinity Rate by 4%.,1,10,0
10208213,Wound of Four Seasons,Increases Physical DMG Bonus by 8%.,1,10,0
10208214,Sound of Four Seasons,Increases All Attribute DMG Bonuses by 8%.,1,10,0
10208215,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects for #Y12#E seconds (Critical Rate +#Y8%#E, Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",2,-1,1
10208216,Heart of Four Seasons,Increases Critical Rate by 8%.,1,12,0
10208217,Will of Four Seasons,Increases Affinity Rate by 4%.,1,12,0
10208218,Wound of Four Seasons,Increases Physical DMG Bonus by 8%.,1,12,0
10208219,Sound of Four Seasons,Increases All Attribute DMG Bonuses by 8%.,1,12,0
10208220,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects (#Y20%#E chance to gain two effects) for #Y15#E seconds (Critical Rate +#Y8%#E; Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",2,-1,1
10208221,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects (#Y20%#E chance to gain two effects) for #Y12#E seconds (Critical Rate +#Y8.0%#E; Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y24#E seconds.",2,-1,1
10208222,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects (#Y20%#E chance to gain two effects, #Y15%#E chance to gain three, #Y5%#E chance to gain all four) for #Y12#E seconds (Critical Rate +#Y8%#E; Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y25#E seconds.",2,-1,1
10210110,Mountain's Might,Increases the Endurance cost reduction to #Y20%#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock.,2,-1,1
10210111,Mountain's Might,Increases the Endurance cost reduction to #Y20%#E and its duration to #Y7 seconds#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock.,2,-1,1
10210112,Mountain's Might,"Increases the Endurance cost reduction to #Y20%#E and its duration to #Y7 seconds#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock. If this skill hits any target, reduces its cooldown by #Y2#E seconds.",2,-1,1
10210113,Mountain's Might,"Increases the Endurance cost reduction to #Y20%#E (a further #Y10%#E reduction for Sprint and Charged Skills) and its duration to #Y7 seconds#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock. If this skill hits any target, reduces its cooldown by #Y2#E seconds.",2,-1,1
10210114,Mountain's Might,"Increases the Endurance cost reduction to #Y20%#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock. (Sprint/Charged Skill get another #Y10%#E), and duration will extend to #Y7s#E. When the skill is cast, hitting any target will drop cooldown #Y2#Es while also putting a #YMoving Mountain#E mark on the target. Each time a target with this mark is hit, you can recover #Y3#E Endurance, up to once per second.",2,-1,1
10210115,Mountain's Might,"Increases the Endurance cost reduction to #Y20%#E (a further #Y10%#E reduction for Sprint and Charged Skills) and its duration to #Y6 seconds#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock. If this skill hits any target, reduces its cooldown by #Y2#E seconds and applies a #YMoving Mountain#E mark to the target. Hitting the marked target restores #Y3#E Endurance. This effect can only trigger once per second.",2,-1,1
10210116,Moving Mountain,A special mark generated when hit by Nameless Spear's Martial Art Skill with Mountain's Might is deployed. Being hit by the source of the mark restores #Y3#E Endurance for them. Can only trigger once per second.,1,10,0
10210117,Mountain's Might,"Increases the Endurance cost reduction to #Y20%#E and its duration to #Y7 seconds#E after casting Nameless Spear's Martial Art Skill Qiankun's Lock. If this skill hits any target, reduces its cooldown by #Y2#E seconds.",2,-1,1
10210118,Mountain's Might,Reduces Endurance cost by #Y10%#E.,1,5,0
10210119,Mountain's Might,Reduces Endurance cost by #Y10%#E (a further #Y10%#E reduction for Sprint and Charged Skills).,1,5,0
10210210,Wildfire Spark,Refunds #Y3.5%#E of the Endurance consumed.,2,-1,1
10210211,Wildfire Spark,Refunds #Y5.0%#E of the Endurance consumed.,2,-1,1
10210212,Wildfire Spark,"Refunds #Y5%#E of the Endurance consumed, and a further #Y10#E Endurance after consuming #Y50#E Endurance. Can only trigger once every #Y20#E seconds.",2,-1,1
10210213,Wildfire Spark,"Refunds #Y7.0%#E of the Endurance consumed, and a further #Y10#E Endurance after consuming #Y50#E Endurance. Can only trigger once every #Y20#E seconds.",2,-1,1
10210214,Wildfire Spark,"Refunds #Y7%#E of the Endurance consumed, and a further #Y10#E Endurance after consuming #Y50#E Endurance. Can only trigger once every #Y20#E seconds. Gain one stack of #YStarfire#E when Endurance changes by #Y10#E or more in a single instance: Increases Endurance Recovery by #Y1%#E for #Y10#E seconds, stacking up to #Y10#E times.",2,-1,1
